target,RFC,MLP,SVC,LinearSVC,NuSVC,SGD,LR,KNC,LSTM,BERT
data analyst,data analyst,data analyst,data analyst,data analyst,data analyst,data analyst,data analyst,data analyst,data analyst,data analyst
data science,data science,data science,data science,data science,data science,data science,data science,data science,data science,data science
construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction
backend developer,backend developer,backend developer,backend developer,backend developer,backend developer,backend developer,backend developer,backend developer,backend developer,backend developer
construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction
chef,chef,chef,chef,chef,chef,chef,chef,chef,chef,chef
designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer
financial analyst,financial analyst,financial analyst,financial analyst,financial analyst,financial analyst,financial analyst,financial analyst,financial analyst,financial analyst,financial analyst
sale,sale,sale,sale,sale,sale,sale,sale,sale,sale,sale
database administrator,database administrator,database administrator,database administrator,database administrator,database administrator,database administrator,database administrator,database administrator,database administrator,database administrator
customer service representative,customer service representative,customer service representative,customer service representative,customer service representative,customer service representative,customer service representative,customer service representative,customer service representative,customer service representative,customer service representative
chef,chef,chef,chef,chef,chef,chef,chef,chef,chef,chef
fitness,fitness,fitness,fitness,fitness,fitness,fitness,fitness,fitness,fitness,fitness
publicrelation,publicrelation,apparel,publicrelation,publicrelation,publicrelation,publicrelation,publicrelation,publicrelation,apparel,publicrelation
supply chain manager,supply chain manager,supply chain manager,supply chain manager,supply chain manager,supply chain manager,supply chain manager,supply chain manager,supply chain manager,supply chain manager,supply chain manager
accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant
web developer,web developer,web developer,web developer,web developer,web developer,web developer,web developer,web developer,web developer,web developer
hr,hr,hr,hr,hr,hr,hr,hr,hr,hr,hr
engineering,engineering,engineering,engineering,engineering,engineering,engineering,engineering,engineering,engineering,engineering
machine learn engineer,machine learn engineer,machine learn engineer,machine learn engineer,machine learn engineer,machine learn engineer,machine learn engineer,machine learn engineer,machine learn engineer,machine learn engineer,machine learn engineer
banking,banking,banking,banking,banking,banking,banking,banking,banking,banking,banking
automobile,automobile,automobile,automobile,automobile,automobile,automobile,automobile,automobile,automobile,automobile
automobile,automobile,automobile,automobile,automobile,automobile,automobile,automobile,automobile,automobile,informationtechnology
pilot,pilot,pilot,pilot,pilot,pilot,pilot,pilot,pilot,pilot,pilot
environmental scientist,environmental scientist,environmental scientist,environmental scientist,environmental scientist,environmental scientist,environmental scientist,environmental scientist,environmental scientist,environmental scientist,environmental scientist
physician,physician,physician,physician,physician,physician,physician,physician,physician,physician,physician
hadoop,hadoop,hadoop,hadoop,hadoop,hadoop,hadoop,hadoop,hadoop,hadoop,hadoop
content writer,content writer,content writer,content writer,content writer,content writer,content writer,content writer,content writer,content writer,content writer
aviation,aviation,aviation,aviation,aviation,aviation,aviation,aviation,aviation,aviation,aviation
businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment
designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,engineering
teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher
digitalmedia,digitalmedia,digitalmedia,digitalmedia,digitalmedia,digitalmedia,digitalmedia,digitalmedia,digitalmedia,digitalmedia,digitalmedia
content writer,content writer,content writer,content writer,content writer,content writer,content writer,content writer,content writer,content writer,content writer
legal consultant,legal consultant,legal consultant,legal consultant,legal consultant,legal consultant,legal consultant,legal consultant,legal consultant,legal consultant,legal consultant
consultant,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,consultant,consultant
aviation,aviation,aviation,aviation,aviation,aviation,aviation,aviation,aviation,aviation,engineering
apparel,apparel,apparel,apparel,apparel,apparel,apparel,apparel,apparel,apparel,fitness
creative director,creative director,creative director,creative director,creative director,creative director,creative director,creative director,creative director,creative director,creative director
web developer,web developer,web developer,web developer,web developer,web developer,web developer,web developer,web developer,web developer,web developer
financial analyst,financial analyst,financial analyst,financial analyst,financial analyst,financial analyst,financial analyst,financial analyst,financial analyst,financial analyst,financial analyst
